"UMI_transID","UMI_cellID","target","CellId","pixel_x","pixel_y","idx_z","x","y","z","tLLR_maxCellType","score_tLLR_maxCellType","DecVal","SVM_class","SVM_cell_type"
"t_1_2_100287","c_1_2_2659","BAX",2659,1051.675,2453.05,4,270.3015,-3142.549,3.2,"e",0,0.999699488596714,"1","e"
"t_1_2_100294","c_1_2_2659","AXL",2659,1018.24,2454.62,4,264.2832,-3142.8316,3.2,"e",-3.28882997339848,0.857727114465229,"1","e"
"t_1_2_100327","c_1_2_2659","NEAT1",2659,1058.05,2461.025,4,271.449,-3143.9845,3.2,"e",-0.492345148800258,1.02094767986021,"1","e"
"t_1_2_100343","c_1_2_2659","EPHB2",2659,1015.487,2464.587,4,263.78766,-3144.62566,3.2,"e",-1.83948358077958,0.927511458975836,"1","e"
"t_1_2_100348","c_1_2_2659","HLA-A",2659,1057.814,2465.029,4,271.40652,-3144.70522,3.2,"e",-0.81524096451094,0.999860207921154,"1","e"
"t_1_2_100352","c_1_2_2659","RPL37",2659,1016.683,2465.933,4,264.00294,-3144.86794,3.2,"e",-0.877090810375356,0.999899719444136,"1","e"
"t_1_2_100367","c_1_2_2659","HLA-B",2659,1016.186,2470.8,4,263.91348,-3145.744,3.2,"e",-1.31591637617107,1.1367163535001,"1","e"
"t_1_2_100378","c_1_2_2659","MAPK14",2659,1007.6,2475.411,4,262.368,-3146.57398,3.2,"e",-2.93509222639274,0.683379025530017,"1","e"
"t_1_2_100387","c_1_2_2659","HLA-C",2659,1014.012,2477.062,4,263.52216,-3146.87116,3.2,"e",-1.19147033105972,0.953516156831417,"1","e"
"t_1_2_100412","c_1_2_2659","TNFRSF10B",2659,1026.943,2485.014,4,265.84974,-3148.30252,3.2,"e",-0.0649643928012091,1.00046395104509,"1","e"
"t_1_2_100413","c_1_2_2659","NEAT1",2659,1023.167,2485.156,4,265.17006,-3148.32808,3.2,"e",-0.492345148800258,0.996438041469705,"1","e"
"t_1_2_100415","c_1_2_2659","DUSP4",2659,1039.275,2485.425,4,268.0695,-3148.3765,3.2,"e",0,1.09651791687606,"1","e"
"t_1_2_100416","c_1_2_2659","MPO",2659,1025.137,2485.55,4,265.52466,-3148.399,3.2,"e",-2.0659407088077,1.00089892925516,"1","e"
"t_1_2_100422","c_1_2_2659","DUSP4",2659,1057.867,2488.033,4,271.41606,-3148.84594,3.2,"e",0,0.995420552440269,"1","e"
"t_1_2_100427","c_1_2_2659","S100A4",2659,1005.725,2489.975,4,262.0305,-3149.1955,3.2,"e",-0.255781672893349,0.999769217677327,"1","e"
"t_1_2_100429","c_1_2_2659","APOD",2659,1052.95,2490.633,4,270.531,-3149.31394,3.2,"e",-2.92621869946705,1.0090779197568,"1","e"
"t_1_2_100451","c_1_2_2659","RAC1",2659,1010.4,2497.3,4,262.872,-3150.514,3.2,"e",-0.785549409972158,1.08167273648197,"1","e"
"t_1_2_100465","c_1_2_2659","MST1R",2659,1008.071,2500.757,4,262.45278,-3151.13626,3.2,"e",-0.929819647017158,0.967234264725057,"1","e"
"t_1_2_100466","c_1_2_2659","CCND1",2659,1057.938,2500.812,4,271.42884,-3151.14616,3.2,"e",-3.10608853174243,0.798435319362128,"1","e"
"t_1_2_100469","c_1_2_2733","BST2",2733,859.2856,2501.743,4,235.671408,-3151.31374,3.2,"e",-0.319726931008764,0.698155282315093,"1","e"
"t_1_2_100470","c_1_2_2659","DDR1",2659,1023.15,2502.15,4,265.167,-3151.387,3.2,"e",0,1.00476538208267,"1","e"
"t_1_2_100471","c_1_2_2659","RPL32",2659,1011.35,2502.688,4,263.043,-3151.48384,3.2,"e",0,1.08612809650585,"1","e"
"t_1_2_100491","c_1_2_2659","MT2A",2659,1046.133,2507.233,4,269.30394,-3152.30194,3.2,"e",-0.988192187430357,1.05276286408077,"1","e"
"t_1_2_100497","c_1_2_2659","S100A9",2659,1022.575,2508.025,4,265.0635,-3152.4445,3.2,"e",-2.69766702933783,0.864610543598515,"1","e"
"t_1_2_100505","c_1_2_2659","HLA-A",2659,1011.66,2510.44,4,263.0988,-3152.8792,3.2,"e",-0.81524096451094,1.00007408921209,"1","e"
"t_1_2_100517","c_1_2_2659","B2M",2659,1038.488,2513.962,4,267.92784,-3153.51316,3.2,"e",-0.760298361278963,0.999969815807745,"1","e"
"t_1_2_100552","c_1_2_2659","GADD45B",2659,1015.925,2522.925,4,263.8665,-3155.1265,3.2,"e",-0.615141668547014,0.877818176057258,"1","e"
"t_1_2_100571","c_1_2_2733","AHR",2733,763.05,2529.35,4,218.349,-3156.283,3.2,"e",-0.358614258900862,0.572635210394076,"1","e"
"t_1_2_100572","c_1_2_2659","S100A10",2659,1029.925,2529.325,4,266.3865,-3156.2785,3.2,"e",-1.11002422070301,1.00043057160593,"1","e"
"t_1_2_100575","c_1_2_2733","HLA-A",2733,826.08,2531.22,4,229.6944,-3156.6196,3.2,"e",-0.81524096451094,0.999928656121803,"1","e"
"t_1_2_100591","c_1_2_2733","IGFBP7",2733,853.7444,2535.311,4,234.673992,-3157.35598,3.2,"e",-2.26307157008211,0.888229705028356,"1","e"
"t_1_2_100607","c_1_2_2733","HLA-A",2733,869.0599,2539.02,4,237.430782,-3158.0236,3.2,"e",-0.81524096451094,0.962649670767822,"1","e"
"t_1_2_100620","c_1_2_2733","DDC",2733,788.3199,2544.38,4,222.897582,-3158.9884,3.2,"e",-4.88995318948122,0.75145659879504,"1","e"
"t_1_2_100624","c_1_2_2733","S100A6",2733,870.0601,2545.06,4,237.610818,-3159.1108,3.2,"e",-2.21418061794464,0.874498347396215,"1","e"
"t_1_2_100675","c_1_2_2733","OAS3",2733,845.6,2558.511,4,233.208,-3161.53198,3.2,"e",-1.95820464596231,0.769326831414813,"1","e"
"t_1_2_100706","c_1_2_2733","EIF5A",2733,846.3,2565.35,4,233.334,-3162.763,3.2,"e",-2.43542959324565,0.384662757003218,"1","e"
"t_1_2_100785","c_1_2_2733","HLA-A",2733,828.9333,2584.683,4,230.207994,-3166.24294,3.2,"e",-0.81524096451094,0.99990519374788,"1","e"
"t_1_2_100807","c_1_2_2733","MMP14",2733,832.9,2592.033,4,230.922,-3167.56594,3.2,"e",-2.77168522255995,0.950317511005097,"1","e"
"t_1_2_100809","c_1_2_2733","LGALS3",2733,824.4286,2592.443,4,229.397148,-3167.63974,3.2,"e",-0.133872654578574,1.1688190172561,"1","e"
"t_1_2_100815","c_1_2_2733","RPL22",2733,812.9,2594.183,4,227.322,-3167.95294,3.2,"e",-0.723261368824319,1.10720551210793,"1","e"
"t_1_2_100842","c_1_2_2733","HLA-C",2733,826.9571,2599.843,4,229.852278,-3168.97174,3.2,"e",-1.19147033105972,1.00032515288511,"1","e"
"t_1_2_100905","c_1_2_2733","TIMP1",2733,840.8571,2613.371,4,232.354278,-3171.40678,3.2,"e",-1.02493281677908,0.895383123396951,"1","e"
"t_1_2_100956","c_1_2_2733","CTNNB1",2733,829.5428,2622.385,4,230.317704,-3173.0293,3.2,"e",-0.679510253451087,0.999661717590215,"1","e"
"t_1_2_100964","c_1_2_2733","B2M",2733,836.34,2623.18,4,231.5412,-3173.1724,3.2,"e",-0.760298361278963,0.999908518293302,"1","e"
"t_1_2_114890","c_1_2_2659","APOD",2659,1025.942,2448.075,4,265.66956,-3141.6535,3.2,"e",-2.92621869946705,0.211358408444817,"1","e"
"t_1_2_114918","c_1_2_2659","B2M",2659,1023.886,2451.043,4,265.29948,-3142.18774,3.2,"e",-0.760298361278963,0.863953578086754,"1","e"
"t_1_2_115024","c_1_2_2659","S100A6",2659,1051.56,2458.98,4,270.2808,-3143.6164,3.2,"e",-2.21418061794464,0.998359694957623,"1","e"
"t_1_2_115098","c_1_2_2659","FASN",2659,1048.629,2465.443,4,269.75322,-3144.77974,3.2,"e",-0.995481820411855,1.04773625125571,"1","e"
"t_1_2_115105","c_1_2_2659","CD74",2659,1006.171,2466.057,4,262.11078,-3144.89026,3.2,"e",-3.63246071656441,0.844745038706941,"1","e"
"t_1_2_115108","c_1_2_2659","HLA-A",2659,1041.22,2466.34,4,268.4196,-3144.9412,3.2,"e",-0.81524096451094,1.0122221214518,"1","e"
"t_1_2_115155","c_1_2_2659","GPNMB",2659,1047.717,2470.6,4,269.58906,-3145.708,3.2,"e",-1.13795284053725,1.07325965953315,"1","e"
"t_1_2_115177","c_1_2_2659","S100A6",2659,1038.186,2472.214,4,267.87348,-3145.99852,3.2,"e",-2.21418061794464,0.877376213896171,"1","e"
"t_1_2_115200","c_1_2_2659","HLA-A",2659,1040.814,2475.3,4,268.34652,-3146.554,3.2,"e",-0.81524096451094,1.00035429791412,"1","e"
"t_1_2_115218","c_1_2_2659","MT1X",2659,1061.4,2477.425,4,272.052,-3146.9365,3.2,"e",-1.06557787310384,1.00028182298907,"1","e"
"t_1_2_115270","c_1_2_2659","CALD1",2659,1007.05,2482.633,4,262.269,-3147.87394,3.2,"e",-0.373502518050216,0.994169580935764,"1","e"
"t_1_2_115306","c_1_2_2659","CALD1",2659,1044.133,2485.958,4,268.94394,-3148.47244,3.2,"e",-0.373502518050216,1.05323442696327,"1","e"
"t_1_2_115321","c_1_2_2659","OAS2",2659,1062.267,2487.544,4,272.20806,-3148.75792,3.2,"e",-4.24226099482549,0.684157078782972,"1","e"
"t_1_2_115338","c_1_2_2659","TNFRSF12A",2659,1020.817,2488.533,4,264.74706,-3148.93594,3.2,"e",-0.0121271792784192,1.05773035909252,"1","e"
"t_1_2_115368","c_1_2_2659","RPL32",2659,1049.646,2491.831,4,269.93628,-3149.52958,3.2,"e",0,0.999985709645183,"1","e"
"t_1_2_115373","c_1_2_2733","S100A6",2733,852.0625,2492.275,4,234.37125,-3149.6095,3.2,"e",-2.21418061794464,-0.770447513364374,"0","e"
"t_1_2_115374","c_1_2_2659","SREBF1",2659,1051.943,2492.229,4,270.34974,-3149.60122,3.2,"e",0,1.00041395560298,"1","e"
"t_1_2_115376","c_1_2_2659","VEGFD",2659,1041.542,2492.617,4,268.47756,-3149.67106,3.2,"e",-0.66458925312549,1.18709856854298,"1","e"
"t_1_2_115385","c_1_2_2659","PTGES3",2659,1039.688,2493.1,4,268.14384,-3149.758,3.2,"e",-1.50602191924935,1.19901242946228,"1","e"
"t_1_2_115392","c_1_2_2659","S100A6",2659,1061.675,2494.137,4,272.1015,-3149.94466,3.2,"e",-2.21418061794464,0.825996585068924,"1","e"
"t_1_2_115403","c_1_2_2659","B2M",2659,1009.34,2495.88,4,262.6812,-3150.2584,3.2,"e",-0.760298361278963,1.01939177583874,"1","e"
"t_1_2_115412","c_1_2_2659","GPNMB",2659,1053.52,2497.02,4,270.6336,-3150.4636,3.2,"e",-1.13795284053725,1.01433564355661,"1","e"
"t_1_2_115420","c_1_2_2733","KRT6A",2733,860.7599,2497.89,4,235.936782,-3150.6202,3.2,"e",-3.03807606013685,0.0444269138802831,"1","e"
"t_1_2_115441","c_1_2_2659","COL9A2",2659,1009.036,2500.655,4,262.62648,-3151.1179,3.2,"e",0,1.02113344664469,"1","e"
"t_1_2_115444","c_1_2_2659","NEAT1",2659,1024.731,2501.162,4,265.45158,-3151.20916,3.2,"e",-0.492345148800258,0.999817632324655,"1","e"
"t_1_2_115445","c_1_2_2659","HLA-A",2659,1053.256,2501.355,4,270.58608,-3151.2439,3.2,"e",-0.81524096451094,1.01679195870774,"1","e"
"t_1_2_115451","c_1_2_2659","MALAT1",2659,1040.578,2501.522,4,268.30404,-3151.27396,3.2,"e",-0.470154514681536,1.19398161112065,"1","e"
"t_1_2_115462","c_1_2_2659","SERPINH1",2659,1033.164,2503.073,4,266.96952,-3151.55314,3.2,"e",-2.67937109659754,0.779507291357022,"1","e"
"t_1_2_115463","c_1_2_2659","OAS1",2659,1040.9,2502.96,4,268.362,-3151.5328,3.2,"e",-0.00913738790309981,1.20144737494797,"1","e"
"t_1_2_115471","c_1_2_2659","TNFRSF10B",2659,1025.333,2504.833,4,265.55994,-3151.86994,3.2,"e",-0.0649643928012091,0.787321703211038,"1","e"
"t_1_2_115480","c_1_2_2659","TSC22D1",2659,1036.433,2505.134,4,267.55794,-3151.92412,3.2,"e",-0.971255206738836,1.00002488720249,"1","e"
"t_1_2_115484","c_1_2_2733","S100A4",2733,840.0599,2505.48,4,232.210782,-3151.9864,3.2,"e",-0.255781672893349,0.999872280079672,"1","e"
"t_1_2_115488","c_1_2_2659","NPPB",2659,1018.089,2505.844,4,264.25602,-3152.05192,3.2,"e",0,1.00022336547964,"1","e"
"t_1_2_115490","c_1_2_2733","B2M",2733,831.4399,2506.16,4,230.659182,-3152.1088,3.2,"e",-0.760298361278963,1.0153172973608,"1","e"
"t_1_2_115494","c_1_2_2659","B2M",2659,1049.275,2506.363,4,269.8695,-3152.14534,3.2,"e",-0.760298361278963,1.09221579561549,"1","e"
"t_1_2_115501","c_1_2_2733","RGS2",2733,834.1285,2507,4,231.14313,-3152.26,3.2,"e",0,0.945333272639734,"1","e"
"t_1_2_115511","c_1_2_2733","HSP90AB1",2733,809.4249,2507.725,4,226.696482,-3152.3905,3.2,"e",-1.31290033684019,0.970145738238473,"1","e"
"t_1_2_115512","c_1_2_2659","HLA-A",2659,1049.342,2507.875,4,269.88156,-3152.4175,3.2,"e",-0.81524096451094,1.00017075407483,"1","e"
"t_1_2_115517","c_1_2_2733","HSP90AB1",2733,808.875,2508.5,4,226.5975,-3152.53,3.2,"e",-1.31290033684019,1.00038907878729,"1","e"
"t_1_2_115523","c_1_2_2733","S100A6",2733,844.5909,2508.909,4,233.026362,-3152.60362,3.2,"e",-2.21418061794464,0.93718443002097,"1","e"
"t_1_2_115527","c_1_2_2733","MIF",2733,850.15,2509.725,4,234.027,-3152.7505,3.2,"e",-0.00115283239988084,1.10187203608561,"1","e"
"t_1_2_115534","c_1_2_2733","RPS4Y1",2733,840.989,2509.978,4,232.37802,-3152.79604,3.2,"e",-3.01100937401529,0.863026524145345,"1","e"
"t_1_2_115545","c_1_2_2659","CD74",2659,1006.5,2510.86,4,262.17,-3152.9548,3.2,"e",-3.63246071656441,0.897997114866442,"1","e"
"t_1_2_115548","c_1_2_2659","TSC22D1",2659,1016.92,2510.9,4,264.0456,-3152.962,3.2,"e",-0.971255206738836,1.04352333112963,"1","e"
"t_1_2_115560","c_1_2_2733","LGALS3",2733,801.2667,2512.145,4,225.228006,-3153.1861,3.2,"e",-0.133872654578574,0.999697252773881,"1","e"
"t_1_2_115572","c_1_2_2733","B2M",2733,796.2833,2514.167,4,224.330994,-3153.55006,3.2,"e",-0.760298361278963,0.999823801184658,"1","e"
"t_1_2_115580","c_1_2_2733","CALM2",2733,822.6444,2514.633,4,229.075992,-3153.63394,3.2,"e",-2.41110004984011,1.03596210049426,"1","e"
"t_1_2_115587","c_1_2_2733","GSTP1",2733,792.22,2515.22,4,223.5996,-3153.7396,3.2,"e",-1.4942893714498,1.08115606979982,"1","e"
"t_1_2_115611","c_1_2_2659","APOD",2659,1030.363,2517.375,4,266.46534,-3154.1275,3.2,"e",-2.92621869946705,0.938083672876356,"1","e"
"t_1_2_115618","c_1_2_2733","APOD",2733,795.38,2517.78,4,224.1684,-3154.2004,3.2,"e",-2.92621869946705,0.954944406114999,"1","e"
"t_1_2_115622","c_1_2_2659","HLA-B",2659,1022.25,2518.075,4,265.005,-3154.2535,3.2,"e",-1.31591637617107,1.12103951367188,"1","e"
"t_1_2_115623","c_1_2_2659","IFITM1",2659,1034.975,2518.05,4,267.2955,-3154.249,3.2,"e",-2.22857005059296,0.885457216858275,"1","e"
"t_1_2_115625","c_1_2_2733","AKT1",2733,837.9222,2518.267,4,231.825996,-3154.28806,3.2,"e",-0.836530866755086,0.999713444091774,"1","e"
"t_1_2_115642","c_1_2_2733","LTBR",2733,800.3715,2519.529,4,225.06687,-3154.51522,3.2,"e",-0.830671179994744,0.99972837883474,"1","e"
"t_1_2_115644","c_1_2_2733","CALM2",2733,772.08,2519.48,4,219.9744,-3154.5064,3.2,"e",-2.41110004984011,0.563861876109479,"1","e"
"t_1_2_115646","c_1_2_2733","B2M",2733,861.75,2520.3,4,236.115,-3154.654,3.2,"e",-0.760298361278963,1.47378304452156,"1","e"
"t_1_2_115648","c_1_2_2659","S100A6",2659,1012.4,2520.314,4,263.232,-3154.65652,3.2,"e",-2.21418061794464,0.456746106394394,"1","e"
"t_1_2_115652","c_1_2_2659","LGALS1",2659,1020.92,2520.86,4,264.7656,-3154.7548,3.2,"e",-1.74911534320852,1.08873008129169,"1","e"
"t_1_2_115664","c_1_2_2733","HLA-C",2733,785.2,2521.7,4,222.336,-3154.906,3.2,"e",-1.19147033105972,1.00030550892568,"1","e"
"t_1_2_115689","c_1_2_2733","B2M",2733,773.4333,2524.117,4,220.217994,-3155.34106,3.2,"e",-0.760298361278963,1.00023251571552,"1","e"
"t_1_2_115691","c_1_2_2659","ADGRG1",2659,1023.4,2524.514,4,265.212,-3155.41252,3.2,"e",-1.89276554329984,0.99965222681146,"1","e"
"t_1_2_115693","c_1_2_2733","TLR4",2733,845.4555,2524.678,4,233.18199,-3155.44204,3.2,"e",0,1.00909341420913,"1","e"
"t_1_2_115711","c_1_2_2733","ANXA1",2733,882.4,2526.615,4,239.832,-3155.7907,3.2,"e",-0.408690316367146,0.718661565778187,"1","e"
"t_1_2_115715","c_1_2_2733","S100A6",2733,765,2527.275,4,218.7,-3155.9095,3.2,"e",-2.21418061794464,0.857348224633573,"1","e"
"t_1_2_115717","c_1_2_2733","S100A6",2733,877.1111,2527.5,4,238.879998,-3155.95,3.2,"e",-2.21418061794464,1.22722887660502,"1","e"
"t_1_2_115724","c_1_2_2733","VIM",2733,770.02,2528.46,4,219.6036,-3156.1228,3.2,"e",-2.21720275503733,1.13887107769515,"1","e"
"t_1_2_115731","c_1_2_2659","LGALS1",2659,1026.886,2529.443,4,265.83948,-3156.29974,3.2,"e",-1.74911534320852,1.02799439367156,"1","e"
"t_1_2_115753","c_1_2_2733","CDKN1A",2733,872.175,2531.475,4,237.9915,-3156.6655,3.2,"e",-2.05560306245318,1.16456359977213,"1","e"
"t_1_2_115756","c_1_2_2733","WIF1",2733,892.8556,2531.745,4,241.714008,-3156.7141,3.2,"e",0,0.770318559781711,"1","e"
"t_1_2_115757","c_1_2_2733","VIM",2733,827.5428,2531.814,4,229.957704,-3156.72652,3.2,"e",-2.21720275503733,0.99730856664875,"1","e"
"t_1_2_115761","c_1_2_2733","TIMP1",2733,830.78,2531.98,4,230.5404,-3156.7564,3.2,"e",-1.02493281677908,1.00034880064507,"1","e"
"t_1_2_115769","c_1_2_2733","CD55",2733,831.9333,2532.533,4,230.747994,-3156.85594,3.2,"e",0,1.02043204653365,"1","e"
"t_1_2_115775","c_1_2_2733","ANXA4",2733,762.72,2533.06,4,218.2896,-3156.9508,3.2,"e",-2.4341252148054,-0.0330050811892083,"0","e"
"t_1_2_115784","c_1_2_2733","APOD",2733,804.8,2533.721,4,225.864,-3157.06978,3.2,"e",-2.92621869946705,0.784598242208949,"1","e"
"t_1_2_115791","c_1_2_2733","PSAP",2733,847.8333,2534.133,4,233.609994,-3157.14394,3.2,"e",-1.52705998498712,1.03307068076708,"1","e"
"t_1_2_115800","c_1_2_2733","VIM",2733,765.125,2535.075,4,218.7225,-3157.3135,3.2,"e",-2.21720275503733,0.0274172014465631,"1","e"
"t_1_2_115806","c_1_2_2733","RGS1",2733,814.8167,2535.55,4,227.667006,-3157.399,3.2,"e",-0.933977243670932,0.910223890191337,"1","e"
"t_1_2_115807","c_1_2_2733","CD44",2733,875.05,2535.35,4,238.509,-3157.363,3.2,"e",-0.521071323871175,0.999903058856066,"1","e"
"t_1_2_115819","c_1_2_2733","AR",2733,802.95,2536.725,4,225.531,-3157.6105,3.2,"e",-1.07138845240436,1.00002071900411,"1","e"
"t_1_2_115821","c_1_2_2733","HSP90AB1",2733,824.95,2537.262,4,229.491,-3157.70716,3.2,"e",-1.31290033684019,1.10869410529736,"1","e"
"t_1_2_115824","c_1_2_2733","HLA-A",2733,800.6501,2537.417,4,225.117018,-3157.73506,3.2,"e",-0.81524096451094,1.1189468532895,"1","e"
"t_1_2_115826","c_1_2_2733","HDAC3",2733,785.1667,2537.9,4,222.330006,-3157.822,3.2,"e",-2.46123025962312,0.935504117654188,"1","e"
"t_1_2_115827","c_1_2_2733","CD63",2733,849.55,2537.875,4,233.919,-3157.8175,3.2,"e",-1.29633731920844,1.03606377983977,"1","e"
"t_1_2_115835","c_1_2_2733","VIM",2733,888.96,2538.4,4,241.0128,-3157.912,3.2,"e",-2.21720275503733,0.585864841385135,"1","e"
"t_1_2_115846","c_1_2_2733","B2M",2733,779.88,2539.44,4,221.3784,-3158.0992,3.2,"e",-0.760298361278963,1.19562247517575,"1","e"
"t_1_2_115851","c_1_2_2733","BAX",2733,771.525,2539.475,4,219.8745,-3158.1055,3.2,"e",0,1.13989815405088,"1","e"
"t_1_2_115855","c_1_2_2733","HLA-A",2733,842.08,2539.92,4,232.5744,-3158.1856,3.2,"e",-0.81524096451094,1.28674493425031,"1","e"
"t_1_2_115863","c_1_2_2733","CD59",2733,809.95,2540.9,4,226.791,-3158.362,3.2,"e",-0.806139075366508,1.07862497862298,"1","e"
"t_1_2_115869","c_1_2_2733","LGALS3BP",2733,848.65,2541.387,4,233.757,-3158.44966,3.2,"e",-1.45390294101887,1.00031786023216,"1","e"
"t_1_2_115872","c_1_2_2733","HLA-E",2733,874.7,2541.6,4,238.446,-3158.488,3.2,"e",-2.17897753013051,0.818426307794294,"1","e"
"t_1_2_115876","c_1_2_2733","B2M",2733,826.4,2541.96,4,229.752,-3158.5528,3.2,"e",-0.760298361278963,0.999917179948311,"1","e"
"t_1_2_115887","c_1_2_2733","FYN",2733,879.9714,2542.771,4,239.394852,-3158.69878,3.2,"e",-3.72683119866768,0.711165335503608,"1","e"
"t_1_2_115892","c_1_2_2733","CD59",2733,855.7,2543.1,4,235.026,-3158.758,3.2,"e",-0.806139075366508,0.999894607709202,"1","e"
"t_1_2_115896","c_1_2_2733","RPS4Y1",2733,785.375,2543.275,4,222.3675,-3158.7895,3.2,"e",-3.01100937401529,0.660770766500092,"1","e"
"t_1_2_115900","c_1_2_2733","B2M",2733,840.5889,2543.456,4,232.306002,-3158.82208,3.2,"e",-0.760298361278963,1.00017415257792,"1","e"
"t_1_2_115924","c_1_2_2733","FN1",2733,858.975,2545.037,4,235.6155,-3159.10666,3.2,"e",-0.554819473281333,1.10786978077836,"1","e"
"t_1_2_115926","c_1_2_2733","CALM2",2733,850.1857,2545.357,4,234.033426,-3159.16426,3.2,"e",-2.41110004984011,0.824853671418014,"1","e"
"t_1_2_115927","c_1_2_2733","STMN1",2733,770.5334,2545.344,4,219.696012,-3159.16192,3.2,"e",-0.192366195556736,0.98458720353085,"1","e"
"t_1_2_115936","c_1_2_2733","RPL37",2733,777.08,2546.27,4,220.8744,-3159.3286,3.2,"e",-0.877090810375356,0.584330016495675,"1","e"
"t_1_2_115939","c_1_2_2733","MALAT1",2733,784.975,2546.8,4,222.2955,-3159.424,3.2,"e",-0.470154514681536,0.713276551361278,"1","e"
"t_1_2_115949","c_1_2_2733","IL6ST",2733,797.96,2547.62,4,224.6328,-3159.5716,3.2,"e",0,1.23144398142963,"1","e"
"t_1_2_115953","c_1_2_2733","NEAT1",2733,789.3167,2547.9,4,223.077006,-3159.622,3.2,"e",-0.492345148800258,1.00006628242636,"1","e"
"t_1_2_115959","c_1_2_2733","ITGB1",2733,844.0222,2548.444,4,232.923996,-3159.71992,3.2,"e",-2.08214305402717,0.805185974631823,"1","e"
"t_1_2_115985","c_1_2_2733","TGFB1",2733,834.5555,2550.822,4,231.21999,-3160.14796,3.2,"e",-4.10356741892999,0.695244209536383,"1","e"
"t_1_2_115995","c_1_2_2733","B2M",2733,858.86,2552.11,4,235.5948,-3160.3798,3.2,"e",-0.760298361278963,1.18223088492249,"1","e"
"t_1_2_115999","c_1_2_2733","MIF",2733,820.4,2552.14,4,228.672,-3160.3852,3.2,"e",-0.00115283239988084,0.735366326815104,"1","e"
"t_1_2_116008","c_1_2_2733","NFKBIA",2733,768.925,2553.125,4,219.4065,-3160.5625,3.2,"e",-1.059845993002,0.999840574988803,"1","e"
"t_1_2_116014","c_1_2_2733","S100A6",2733,868.0833,2553.866,4,237.254994,-3160.69588,3.2,"e",-2.21418061794464,0.929016251168367,"1","e"
"t_1_2_116027","c_1_2_2733","LGALS3",2733,867.4363,2555.618,4,237.138534,-3161.01124,3.2,"e",-0.133872654578574,0.999963040363255,"1","e"
"t_1_2_116029","c_1_2_2733","NOD2",2733,859.8818,2555.736,4,235.778724,-3161.03248,3.2,"e",-0.173325325441397,1.07468503573566,"1","e"
"t_1_2_116043","c_1_2_2733","B2M",2733,780.5571,2557.714,4,221.500278,-3161.38852,3.2,"e",-0.760298361278963,1.06177669441957,"1","e"
"t_1_2_116045","c_1_2_2733","S100A6",2733,819,2557.736,4,228.42,-3161.39248,3.2,"e",-2.21418061794464,0.129460635547715,"1","e"
"t_1_2_116055","c_1_2_2733","CD74",2733,771.3199,2559.7,4,219.837582,-3161.746,3.2,"e",-3.63246071656441,0.886208680627307,"1","e"
"t_1_2_116060","c_1_2_2733","S100B",2733,867.32,2559.82,4,237.1176,-3161.7676,3.2,"e",-0.527244912800253,0.924454275804887,"1","e"
"t_1_2_116066","c_1_2_2733","HLA-E",2733,842.97,2560.41,4,232.7346,-3161.8738,3.2,"e",-2.17897753013051,0.587081994843911,"1","e"
"t_1_2_116069","c_1_2_2733","S100A6",2733,784.9667,2560.45,4,222.294006,-3161.881,3.2,"e",-2.21418061794464,1.12047162292648,"1","e"
"t_1_2_116073","c_1_2_2733","DNMT3A",2733,826.8,2560.667,4,229.824,-3161.92006,3.2,"e",-1.24406168534626,0.999565502433248,"1","e"
"t_1_2_116081","c_1_2_2733","HSP90AA1",2733,771.025,2561.6,4,219.7845,-3162.088,3.2,"e",-1.07120754790237,0.979240934388888,"1","e"
"t_1_2_116097","c_1_2_2733","MIF",2733,773.1667,2562.7,4,220.170006,-3162.286,3.2,"e",-0.00115283239988084,1.0250868702214,"1","e"
"t_1_2_116123","c_1_2_2733","ETS1",2733,855.4222,2565.855,4,234.975996,-3162.8539,3.2,"e",-0.147395371921199,0.68362788246744,"1","e"
"t_1_2_116150","c_1_2_2733","S100A6",2733,868.9833,2568.867,4,237.416994,-3163.39606,3.2,"e",-2.21418061794464,-0.482227207957685,"0","e"
"t_1_2_116208","c_1_2_2733","VIM",2733,795.3666,2572.855,4,224.165988,-3164.1139,3.2,"e",-2.21720275503733,0.151674541106566,"1","e"
"t_1_2_116215","c_1_2_2733","CCND1",2733,781.1,2573.375,4,221.598,-3164.2075,3.2,"e",-3.10608853174243,0.94319586156547,"1","e"
"t_1_2_116255","c_1_2_2733","HLA-A",2733,854.9066,2576.127,4,234.883188,-3164.70286,3.2,"e",-0.81524096451094,1.14514431807125,"1","e"
"t_1_2_116262","c_1_2_2733","ABL1",2733,856.9667,2576.783,4,235.254006,-3164.82094,3.2,"e",0,0.999989984358968,"1","e"
"t_1_2_116297","c_1_2_2733","CD9",2733,851.7801,2580.4,4,234.320418,-3165.472,3.2,"e",-0.31339953531262,1.000009766856,"1","e"
"t_1_2_116325","c_1_2_2733","NEAT1",2733,827.8,2582.634,4,230.004,-3165.87412,3.2,"e",-0.492345148800258,1.09686374628041,"1","e"
"t_1_2_116347","c_1_2_2733","SCG5",2733,826.9555,2584.556,4,229.85199,-3166.22008,3.2,"e",0,1.08039475160519,"1","e"
"t_1_2_116354","c_1_2_2733","HLA-E",2733,835.125,2584.938,4,231.3225,-3166.28884,3.2,"e",-2.17897753013051,0.676957830677696,"1","e"
"t_1_2_116407","c_1_2_2733","GPX1",2733,789.4112,2589.378,4,223.094016,-3167.08804,3.2,"e",0,1.15050300135167,"1","e"
